businessId,name,mainBusinessLineType,mainBusinessLineDescription,mainBusinessLineRegDate,postCode
0155491-0,Pirkanmaan maatalouden edistämissäätiö sr,94110,Elinkeinoelämän ja työnantajajärjestöjen toiminta,2007-12-31,33200
0155494-5,Pirkanmaan Syöpäyhdistys r.y.,88999,Muut muualla luokittelemattomat sosiaalihuollon avopalvelut,2007-12-31,33100
0155575-3,TampereMissio ry,94999,Muualla luokittelemattomat muut järjestöt,2021-03-03,33100
0155602-7,Juvenes Oy,56290,Henkilöstö- ja laitosruokalat,2007-12-31,33100
0155615-8,Tampereen Pyrintö ry,93120,Urheiluseurojen toiminta,2007-12-31,33200
0155625-4,Tampereen Reserviupseerit ry,94999,Muualla luokittelemattomat muut järjestöt,2007-12-31,33100
0155636-9,Tampereen Seudun Sähköalantyöntekijät ry,94200,Ammattiyhdistysten toiminta,2007-12-31,33200
0155647-3,Tampereen Seudun Pro ry,94200,Ammattiyhdistysten toiminta,2007-12-31,33710
0155652-9,Finla Työterveys ry,86220,"Lääkäriasemat, yksityislääkärit ja vastaavat erikoislääkäripalvelut",2007-12-31,33210
0155654-5,Tampereen seudun työväenopiston opiskelijat ry,94999,Muualla luokittelemattomat muut järjestöt,2007-12-31,33540
0155699-1,Asunto Oy Aaltosenkulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155700-3,Asunto Oy Aarikkalanrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155705-4,Asunto Oy Ahlmannintie 6,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155706-2,Asunto Oy Ahmankatu 18,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155708-9,Asunto-osakeyhtiö Ahmankatu 30,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155709-7,Asunto Oy Tampereen Ahonkulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155711-8,Asunto Oy Ahotie 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33240
0155712-6,As. oy Ahotie 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155713-4,Asunto Oy Ahotie 34,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155714-2,As. Oy Ahvenispuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155715-0,Asunto Oy Ahvenisraitti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155716-9,As. Oy Ahvenisseppä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155717-7,Asunto Oy Ainanlinna,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155718-5,As. Oy Ainonkatu 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155719-3,Asunto Oy Aitohovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155720-6,Asunto O.Y. Aitola,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155721-4,Asunto Oy Alaniementie 6,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33300
0155724-9,Asunto Oy Aleksanterinkatu 9,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155725-7,Asunto O.Y. Aleksanterinkatu 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155730-2,Asunto Oy Amurinkatu 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155731-0,Asunto Oy Amurinkontu,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155732-9,Asunto Oy Amurinkulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155733-7,As. Oy Amurinportti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155734-5,Asunto Oy Amurinpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155735-3,Asunto Oy Annalanharju,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,36200
0155736-1,Asunto Oy Annalanmäki,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155738-8,Asunto Oy Annalanpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155739-6,Asunto Oy Annalanreuna,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155740-9,Asunto Oy Annalanrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155741-7,Asunto Oy Annalantörmä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155742-5,Asunto Oy Ansionkallio,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33240
0155743-3,Asunto Oy Ansionkatu 8,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33900
0155744-1,Asunto Oy Armonlukko,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155746-8,Asunto-oy. Asemakeskus,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155747-6,Asunto-osuuskunta Kurjenportti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155748-4,"Asunto Oy Minna Canthink.4, Tampere",68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155751-3,Asunto Oy Elvalankatu 6,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33270
0155752-1,Asunto Oy Elvalanpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155754-8,Asunto Oy Epilänkatu 17,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33270
0155755-6,As. Oy Eremita,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33230
0155758-0,Asunto Oy Erätie 16,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155759-9,Asunto Oy Erätie 17,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33310
0155760-1,Asunto Oy Erätie 27,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155762-8,Asunto Oy Erätie 29,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
0155763-6,Asunto Oy Erätie 41,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33240
0155764-4,Asunto Oy Finninhovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155765-2,Asunto Oy Haapakuja 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155766-0,As. Oy Haapanokka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155767-9,Asunto Oy Haarakallio,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33480
0155768-7,Asunto Oy Haarakatu 1,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155769-5,Asunto Oy Haarakatu 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155770-8,Asunto Oy Haarakatu 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155771-6,Asunto Oy Haarakatu 10,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155773-2,Asunto Oy Haittorinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155774-0,As Oy Hakaraitti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155775-9,As. Oy Hallipirtti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155776-7,Kiinteistö Oy Tampereen Pormestarintalo,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33230
0155778-3,Asunto Oy Hallituskatu 20,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155779-1,Asunto Oy Hallituskatu 31,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155780-4,As. Oy Hanhipirtti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155781-2,Asunto Oy Harju I,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155782-0,"Asunto-Osakeyhtiö Harjula, Tampere",68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155783-9,Asunto Oy Harjutie 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155784-7,Asunto Oy Hatanpäänvaltatie 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155785-5,Asunto Oy Hatanpään Valtatie 6,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155786-3,Asunto o/y Hatanpäänvaltatie 12,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155787-1,As. Oy Hauenkukka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33410
0155789-8,As. Oy Hauenleuka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155790-0,As. Oy Hauenselkä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,37100
0155791-9,Asunto Oy Haukanhaka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155792-7,Asunto Oy Haukkahovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155793-5,Asunto Oy Haukkakallio,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155794-3,Asunto Oy Haukkakartano,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155795-1,Asunto Oy Haukkalinna,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
0155797-8,Asunto Oy Haukkapuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155798-6,Asunto Oy Haukkarinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155800-6,Asunto-Oy Havutie 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33180
0155801-4,Asunto Oy Heikinkatu 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33520
0155802-2,Asunto-osakeyhtiö Heikkiläntalo,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33820
0155803-0,Asunto-Oy. Heinäpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155805-7,Asunto Oy Heinätori 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33230
0155806-5,Asunto Oy Heinätori 7,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33230
0155808-1,Asunto Oy Helenankontu,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155810-2,Asunto Oy Helenankuja 3,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155811-0,Asunto-Osakeyhtiö Helletie 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33180
0155812-9,Asunto Oy Tampereen Henrikinhovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155813-7,Asunto Oy Hervannanharju,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155814-5,Asunto-osakeyhtiö Hervannantie 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155815-3,Asunto-Osakeyhtiö Hervannantie 34,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155816-1,As. Oy Hervanta,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155818-8,Asunto Oy Herviisi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155819-6,Asunto Oy Hiekankulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155821-7,As. Oy. Hillerinkatu 8,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155822-5,Asunto Oy Hintsankuusi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155823-3,Asunto Oy Hippoksenkatu 19,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33870
0155824-1,Asunto Oy Hippoksenkatu 21,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155826-8,Asunto Oy Hipposhovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155827-6,Asunto Oy Hipposkartano,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155829-2,Asunto-Oy Hirvitie 252,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155830-5,Asunto Oy. Hirvitie 253,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155832-1,Asunto-o.y. Honkala,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155834-8,Asunto Oy Honkalinna,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155835-6,Asunto Oy Honkametso,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155836-4,Asunto Oy Honkateeri,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155837-2,Asunto-osakeyhtiö Huhtimäki,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155838-0,Asunto-osakeyhtiö Huikkaanaukio 3,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33230
0155840-1,Asunto Oy Hyhkynportti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155842-8,Asunto Oy Hämeenkartano,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155845-2,Asunto-osakeyhtiö Hämeenkatu 29,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155846-0,Asunto Oy Hämeenkatu 36,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155847-9,Asunto Oy Hämeenpohja,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155850-8,Asunto-oy. Hämeenpuisto 16,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155851-6,As. Oy Hämeenpuisto 17-19,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155852-4,Asunto-Osakeyhtiö Hämeenpuisto 35,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155853-2,Asunto-osakeyhtiö Hämeenpuisto 37,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155854-0,Asunto Oy Hämeenpuisto 39,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155855-9,Asunto Oy Hämeenpuisto 40,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155856-7,Asunto Oy Hämeenpuisto 41,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155857-5,Asunto Oy Hämeenpuisto 42,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155858-3,Asunto Oy Hämeenpuisto 51,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155860-4,Kiinteistö Oy Härmälä 227,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33900
0155862-0,Asunto Oy Härmälänkatu 1,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33520
0155863-9,As. Oy Härmälänkatu 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155864-7,Asunto Oy Härmälänkatu 7,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155866-3,Asunto Oy Härmälänkatu 10,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155867-1,Asunto Oy Härmälänkatu 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33101
0155870-0,Asunto Oy Härmälänkatu 14,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155871-9,Asunto-osakeyhtiö Härmälänkatu 15,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33900
0155872-7,Asunto Oy Härmälänkatu 16,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155873-5,Asunto Oy Härmälänkatu 18,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33180
0155874-3,As. Oy. Härmälänkatu 20,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33101
0155875-1,Asunto Oy Härmälänkatu 23,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155877-8,Asunto Oy Härmälänkatu 24,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155878-6,Asunto Oy Härmälänkatu 26,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33520
0155879-4,Asunto Oy Härmälänkatu 30,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155880-7,Asunto Oy Härmälänkatu 34,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155883-1,Asunto Oy Härmänpiha,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33900
0155885-8,Asunto Oy Härmäntupa,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155886-6,Asunto Oy Härmäntörmä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155887-4,Asunto Oy Ihanakallio,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155888-2,Asunto Oy Ihanakatu 7-9,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155889-0,Asunto Oy Ihanakatu 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155890-3,Asunto-osakeyhtiö Ihanakatu 13,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155893-8,Asunto Oy Iideskartano,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155894-6,Asunto Oy Iidesranta 1,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33240
0155895-4,Asunto-osakeyhtiö Iidesranta 3,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155896-2,Asunto Oy Iidesranta 17,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155897-0,"Asunto Oy Iidesranta 21, Tampere",68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155898-9,Asunto Oy Iidesranta 19,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155900-9,Asunto Oy Ilmala,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155901-7,As.oy. Ilmarin Tornit,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155903-3,Asunto-Oy. Ilmarinkatu 8,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155904-1,Kiinteistö Oy Ilmarinkatu 10,68202,Asuntojen ja asuinkiinteistöjen hallinta,2018-04-25,33300
0155909-2,Asunto Oy Ilmarinmaja,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155910-5,Asunto Oy Ilmarinportti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155911-3,Asunto Oy Ilokkaan Rivitalot,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155912-1,Asunto Oy Ilokkaanpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155914-8,Asunto Oy Ilokkaanrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155915-6,Asunto Oy Ilomäentie 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155916-4,Asunto Oy Ilomäki,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155918-0,Asunto Oy Irjalanaukio 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155919-9,Asunto-osakeyhtiö Irjalanaukio 3,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155920-1,Asunto-osakeyhtiö Irjalankatu 11,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155922-8,Asunto-osakeyhtiö Irjalankatu 18-20,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
0155923-6,Asunto Oy Irjalankulma,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33500
0155924-4,Asunto Oy Isoahonkatu 3,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155925-2,Asunto Oy Isoahonkatu 5,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155926-0,Asunto Oy Iso-Aleksi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155927-9,Asunto Oy Isännäntalo,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33820
0155928-7,Asunto Oy Itsenäisyydenkatu 13,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155929-5,Asunto Oy Itsenäisyydenkatu 15,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155931-6,Asunto-Oy Itärinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155932-4,As. Oy Jalanteenpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155933-2,Asunto Oy Jannentupa,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155934-0,Asunto Oy Jaskanportti,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33240
0155938-3,Asunto-osakeyhtiö Jokipohjantie 18,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33480
0155939-1,Asunto-osakeyhtiö Jokipohjantie 19,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155940-4,Asunto-Oy Jokipohjantie 21,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
0155941-2,Asunto-Osakeyhtiö Jokipohjantie 23,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155942-0,Asunto-Osakeyhtiö Jokipohjantie 27,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
0155944-7,Asunto Oy Jokipohjantie 31,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33560
0155945-5,Asunto Oy Jokipohjantie 39,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,37100
0155946-3,Asunto-osakeyhtiö Jokipohjantie 41,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155947-1,Asunto-OY Jokipohjantie 45,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33530
0155949-8,Asunto-osakeyhtiö Juhannuskylä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155950-0,Asunto Oy Juhannuskylänkatu 4,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155951-9,Asunto Oy Jullenhovi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33300
0155952-7,As. Oy Jurvalankadun Haka,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33540
0155953-5,As. Oy Jurvalankatu 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33840
0155955-1,Asunto Osakeyhtiö Jussinkylä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33720
0155957-8,Asunto Oy Juvankataja,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
0155958-6,Asunto Oy Juvankuru,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155959-4,Asunto Oy Juvankuusi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155960-7,Asunto Oy Juvanlukko,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155961-5,Asunto Oy Juvanpetäjä,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155962-3,Asunto Oy Juvanrivi,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33710
0155963-1,Asunto Oy Juvela,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155965-8,Asunto Oy Juvelankatu 24,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33730
0155966-6,Asunto Oy Juvelanpuisto,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33520
0155967-4,Asunto Oy Juvelanrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33200
0155969-0,As. Oy Jänisrinne,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33100
0155970-3,As. Oy. Järvensivu,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33210
0155971-1,Asunto Oy Järvensivuntie 2,68202,Asuntojen ja asuinkiinteistöjen hallinta,2007-12-31,33800
